S1,S2,S3,S4,Clase
3171,2238,2232,1152,Abrir
3211,2310,2224,1006,Abrir
2672,1789,2246,939,Abrir
2921,1875,2235,1315,Abrir
3165,2189,2263,1149,Abrir
3106,1947,2239,850,Abrir
2896,1985,2263,869,Abrir
2624,1669,2206,1151,Abrir
2946,2022,2249,1149,Abrir
2522,1870,2267,844,Abrir
2800,1767,2256,938,Abrir
2996,2245,2242,908,Abrir
2320,2258,2263,847,Abrir
2704,1823,2261,1067,Abrir
2864,1708,2253,1263,Abrir
2832,2021,2224,1481,Abrir
3027,1661,2257,1407,Abrir
3011,1712,2251,2033,Abrir
3146,1888,2227,1620,Abrir
2838,1777,2257,1301,Abrir
2808,1463,2229,917,Abrir
3123,1520,2214,1101,Abrir
3216,2029,2237,1077,Abrir
3210,1712,2258,976,Abrir
2959,2030,2203,998,Abrir
2783,1744,2262,877,Abrir
3008,1776,2209,892,Abrir
3196,1811,2223,982,Abrir
3147,1610,2256,654,Abrir
2474,1585,2224,714,Abrir
2925,1808,2267,414,Abrir
3155,1808,2219,193,Abrir
3007,2047,2229,106,Abrir
2411,1815,2265,42,Abrir
2390,1346,2234,30,Abrir
2944,1626,2233,0,Abrir
3018,1350,2243,28,Abrir
3184,1461,2234,0,Abrir
2491,1514,2235,0,Abrir
2538,1593,2233,0,Abrir
2425,1333,2235,0,Abrir
2909,1522,2224,0,Abrir
2706,2034,2288,0,Abrir
2899,1698,2283,0,Abrir
1773,1471,2267,0,Abrir
